MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		calcium-induced calcium release activity			IBA	PTN000346461 	J:265628 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		calcium-induced calcium release activity			ISO	P21817 	J:164563 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		ryanodine-sensitive calcium-release channel activity			IBA	PTN000346461 	J:265628 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		ryanodine-sensitive calcium-release channel activity			IMP		J:26886 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		ryanodine-sensitive calcium-release channel activity			ISO	RGD:1586637 	J:155856 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		ryanodine-sensitive calcium-release channel activity			ISO	P21817 	J:164563 	
MGI:99659	Ryr1	ryanodine receptor 1, skeletal muscle	7		voltage-gated calcium channel activity			IDA		J:87930 J:127629 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		calcium channel activity			IDA		J:48277 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		calcium-induced calcium release activity			IBA	PTN000346461 	J:265628 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		calcium-induced calcium release activity			ISO	RGD:620314 	J:155856 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		calcium-induced calcium release activity			ISO	Q92736 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		calcium-release channel activity			IDA		J:57615 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		calcium-release channel activity			ISO	Q92736 	J:164563 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		ryanodine-sensitive calcium-release channel activity			IBA	PTN000346461 	J:265628 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		ryanodine-sensitive calcium-release channel activity			IDA		J:87557 J:122033 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		ryanodine-sensitive calcium-release channel activity			ISO	RGD:620314 	J:155856 	
MGI:99685	Ryr2	ryanodine receptor 2, cardiac	13		ryanodine-sensitive calcium-release channel activity			ISO	Q92736 	J:164563 	
MGI:99684	Ryr3	ryanodine receptor 3	2		calcium channel activity			IEA	IPR000699 	J:72247 	
MGI:99684	Ryr3	ryanodine receptor 3	2		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:99684	Ryr3	ryanodine receptor 3	2		calcium-induced calcium release activity			IBA	PTN000346461 	J:265628 	
MGI:99684	Ryr3	ryanodine receptor 3	2		calcium-release channel activity			ISO	Q15413 	J:164563 	
MGI:99684	Ryr3	ryanodine receptor 3	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:99684	Ryr3	ryanodine receptor 3	2		ryanodine-sensitive calcium-release channel activity			IBA	PTN000346461 	J:265628 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		voltage-gated sodium channel activity			IDA		J:235304 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		voltage-gated sodium channel activity	happens in hippocampus,happens in bipolar neuron|happens in hippocampus,happens in GABAergic neuron		IMP	MGI:3665322 	J:113149 	
MGI:98246	Scn1a	sodium channel, voltage-gated, type I, alpha	2		voltage-gated sodium channel activity			ISO	RGD:69364 	J:155856 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		voltage-gated sodium channel activity			ISO	Q07699 	J:164563 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			IMP		J:127606 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			ISO	Q07699 	J:164563 	
MGI:98247	Scn1b	sodium channel, voltage-gated, type I, beta	7		voltage-gated sodium channel activity involved in Purkinje myocyte action potential			ISO	Q07699 	J:164563 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		voltage-gated sodium channel activity			IDA		J:76457 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		voltage-gated sodium channel activity			IMP		J:76457 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		voltage-gated sodium channel activity			ISO	RGD:3632 	J:155856 	
MGI:98248	Scn2a	sodium channel, voltage-gated, type II, alpha	2		voltage-gated sodium channel activity			ISO	Q99250 	J:164563 	
MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	9		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	9		voltage-gated sodium channel activity			ISO	RGD:3633 	J:155856 	
MGI:106921	Scn2b	sodium channel, voltage-gated, type II, beta	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			ISO	O60939 	J:164563 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:98249	Scn3a	sodium channel, voltage-gated, type III, alpha	2		voltage-gated sodium channel activity			ISO	RGD:3635 	J:155856 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential	happens in ventricle cardiac muscle,happens in cardiac muscle cell		IMP	MGI:5294639 	J:177262 	
MGI:1918882	Scn3b	sodium channel, voltage-gated, type III, beta	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			ISO	Q9NY72 	J:164563 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		voltage-gated sodium channel activity			IDA		J:108205 	
MGI:98250	Scn4a	sodium channel, voltage-gated, type IV, alpha	11		voltage-gated sodium channel activity			ISO	P35499 	J:164563 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		voltage-gated sodium channel activity	happens in cerebellar granule cell		IDA		J:162072 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		voltage-gated sodium channel activity	happens in cerebellar granule cell		IMP		J:162072 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		voltage-gated sodium channel activity			ISO	Q8IWT1 	J:164563 	
MGI:2687406	Scn4b	sodium channel, type IV, beta	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			ISO	Q8IWT1 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity		PR:Q9JJV9-1	IDA		J:108205 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity	happens in regular ventricular cardiac myocyte	PR:000049831	IDA		J:239053 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity	happens in regular ventricular cardiac myocyte	PR:000049831	IMP	MGI:5825293 	J:239053 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity	happens in regular ventricular cardiac myocyte	PR:000049831	IMP	MGI:5825295 	J:239053 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in AV node cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in bundle of His cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			IBA	PTN001295035 	J:265628 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential	happens in regular ventricular cardiac myocyte	PR:000049831	IDA		J:239053 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential	happens in ventricle cardiac muscle		IMP	MGI:2179753 	J:76331 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential	happens in regular ventricular cardiac myocyte	PR:000049831	IMP	MGI:5825293 	J:239053 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential	happens in regular ventricular cardiac myocyte	PR:000049831	IMP	MGI:5825295 	J:239053 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential	happens in cardiac muscle cell	PR:Q9JJV9-1	IMP		J:286588 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			ISO	RGD:3637 	J:155856 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in cardiac muscle cell action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in Purkinje myocyte action potential			ISO	Q14524 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in SA node cell action potential	happens in sinoatrial node,happens in cardiac pacemaker cell of sinoatrial node		IMP	MGI:2179753 	J:151611 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		voltage-gated sodium channel activity involved in SA node cell action potential			ISO	Q14524 	J:164563 	
MGI:102965	Scn7a	sodium channel, voltage-gated, type VII, alpha	2		sodium channel activity	happens in subfornical organ,happens in glial cell		IDA		J:105683 	
MGI:102965	Scn7a	sodium channel, voltage-gated, type VII, alpha	2		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		voltage-gated sodium channel activity			ISO	RGD:3638 	J:155856 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		voltage-gated sodium channel activity			ISO	Q9UQD0 	J:164563 	
MGI:103169	Scn8a	sodium channel, voltage-gated, type VIII, alpha	15		voltage-gated sodium channel activity			NAS		J:51398 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		voltage-gated sodium channel activity			ISO	RGD:69368 	J:155856 	
MGI:107636	Scn9a	sodium channel, voltage-gated, type IX, alpha	2		voltage-gated sodium channel activity			ISO	Q15858 	J:164563 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		voltage-gated sodium channel activity			IDA		J:101093 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		voltage-gated sodium channel activity			ISO	RGD:3629 	J:155856 	
MGI:108029	Scn10a	sodium channel, voltage-gated, type X, alpha	9		voltage-gated sodium channel activity			ISO	Q9Y5Y9 	J:164563 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		cation channel activity			IEA	IPR043203 	J:72247 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		sodium channel activity			IEA	KW-0894 	J:60000 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:1345149	Scn11a	sodium channel, voltage-gated, type XI, alpha	9		voltage-gated sodium channel activity			IDA		J:101093 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6		ligand-gated sodium channel activity			IBA	PTN000189658 	J:265628 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6		ligand-gated sodium channel activity			IDA		J:56566 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6		ligand-gated sodium channel activity			IGI	MGI:104695 MGI:104696 	J:126754 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6	contributes_to	ligand-gated sodium channel activity			ISO	P37088 	J:164563 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6		ligand-gated sodium channel activity			ISO	RGD:3639 	J:155856 	
MGI:101782	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	6	contributes_to	sodium channel activity			IDA		J:136460 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7		ligand-gated sodium channel activity			IBA	PTN000189658 	J:265628 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7		ligand-gated sodium channel activity			IDA		J:56566 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7		ligand-gated sodium channel activity			IGI	MGI:101782 MGI:104695 	J:126754 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7	contributes_to	ligand-gated sodium channel activity			ISO	P51168 	J:164563 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7		ligand-gated sodium channel activity			ISO	RGD:3640 	J:155856 	
MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	7	contributes_to	sodium channel activity			IDA		J:136460 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7		ion channel activity			ISO	P51170 	J:164563 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7		ligand-gated sodium channel activity			IBA	PTN000189658 	J:265628 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7		ligand-gated sodium channel activity			IDA		J:56566 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7		ligand-gated sodium channel activity			IGI	MGI:101782 MGI:104696 	J:126754 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7	contributes_to	ligand-gated sodium channel activity			ISO	P51170 	J:164563 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7		ligand-gated sodium channel activity			ISO	RGD:3641 	J:155856 	
MGI:104695	Scnn1g	sodium channel, nonvoltage-gated 1 gamma	7	contributes_to	sodium channel activity			IDA		J:136460 	
MGI:1858417	Sec61a1	Sec61 alpha 1 subunit (S. cerevisiae)	6		calcium channel activity			ISO	P61619 	J:164563 	
MGI:105083	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	19		anion channel activity	happens in plasma membrane		IDA		J:297340 	
MGI:2135601	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	11		chloride channel activity			ISO	P43007 	J:164563 	
MGI:2138987	Slc4a11	solute carrier family 4, sodium bicarbonate transporter-like, member 11	2		proton channel activity			ISO	Q8NBS3 	J:164563 	
MGI:2138987	Slc4a11	solute carrier family 4, sodium bicarbonate transporter-like, member 11	2		sodium channel activity			ISO	Q8NBS3 	J:164563 	
MGI:2389216	Slc17a3	solute carrier family 17 (sodium phosphate), member 3	13		voltage-gated anion channel activity			IBA	PTN000184403 	J:265628 	
MGI:2389216	Slc17a3	solute carrier family 17 (sodium phosphate), member 3	13		voltage-gated anion channel activity			ISO	O00476 	J:164563 	
MGI:1920211	Slc17a7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	7		extracellularly glutamate-gated chloride channel activity			IDA		J:146137 	
MGI:2384871	Slc24a1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	9		calcium channel activity			IBA	PTN000090975 	J:265628 	
MGI:1923626	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	4		calcium channel activity			IBA	PTN000090975 	J:265628 	
MGI:1923626	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	4		calcium channel activity	happens in cerebral cortex,happens in neuron		IDA		J:110313 	
MGI:2137513	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	2		calcium channel activity			IBA	PTN000090975 	J:265628 	
MGI:2447362	Slc24a4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	12		calcium channel activity			IBA	PTN000090975 	J:265628 	
MGI:2677271	Slc24a5	solute carrier family 24, member 5	2		calcium channel activity			IBA	PTN000090975 	J:265628 	
MGI:2159728	Slc26a6	solute carrier family 26, member 6	9		chloride channel activity			IEA	KW-0869 	J:60000 	
MGI:2384791	Slc26a7	solute carrier family 26, member 7	4		anion channel activity			IMP		J:97085 	
MGI:2384791	Slc26a7	solute carrier family 26, member 7	4		chloride channel activity			IDA		J:97085 	
MGI:2384791	Slc26a7	solute carrier family 26, member 7	4		chloride channel activity			ISO	Q8TE54 	J:164563 	
MGI:2385046	Slc26a8	solute carrier family 26, member 8	17		chloride channel activity			ISO	Q96RN1 	J:164563 	
MGI:2444594	Slc26a9	solute carrier family 26, member 9	1		chloride channel activity			ISO	Q7LBE3 	J:164563 	
MGI:98331	Snap25	synaptosomal-associated protein 25	2		voltage-gated potassium channel activity			ISO	RGD:3728 	J:155856 	
MGI:107476	Stim1	stromal interaction molecule 1	7		store-operated calcium channel activity			ISO	RGD:1306831 	J:155856 	
MGI:2151156	Stim2	stromal interaction molecule 2	5		store-operated calcium channel activity			ISO	Q9P246 	J:164563 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19	contributes_to	mechanosensitive ion channel activity			IGI	MGI:2151017 	J:232159 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19	contributes_to	mechanosensitive ion channel activity			IMP	MGI:1856845 	J:232159 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19	contributes_to	mechanosensitive ion channel activity			IMP	MGI:5427097 	J:232159 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19		voltage-gated calcium channel activity			IBA	PTN000592004 	J:265628 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19		voltage-gated calcium channel activity			IGI	MGI:2151017 	J:201662 	
MGI:2151016	Tmc1	transmembrane channel-like gene family 1	19		voltage-gated calcium channel activity			IMP	MGI:5427097 	J:201662 	
MGI:2151017	Tmc2	transmembrane channel-like gene family 2	2		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:2151017	Tmc2	transmembrane channel-like gene family 2	2		mechanosensitive ion channel activity			IGI	MGI:2151016 	J:232159 	
MGI:2151017	Tmc2	transmembrane channel-like gene family 2	2		voltage-gated calcium channel activity			IBA	PTN000592027 	J:265628 	
MGI:2151017	Tmc2	transmembrane channel-like gene family 2	2		voltage-gated calcium channel activity			IGI	MGI:2151016 	J:201662 	
MGI:2151017	Tmc2	transmembrane channel-like gene family 2	2		voltage-gated calcium channel activity			IMP	MGI:5427099 	J:201662 	
MGI:2669033	Tmc3	transmembrane channel-like gene family 3	7		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:2669035	Tmc4	transmembrane channel-like gene family 4	7		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:1921674	Tmc5	transmembrane channel-like gene family 5	7		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:1098686	Tmc6	transmembrane channel-like gene family 6	11		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:2443317	Tmc7	transmembrane channel-like gene family 7	7		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:2669037	Tmc8	transmembrane channel-like gene family 8	11		mechanosensitive ion channel activity			IBA	PTN001151822 	J:265628 	
MGI:1921173	Tmco1	transmembrane and coiled-coil domains 1	1		calcium channel activity			IBA	PTN000467696 	J:265628 	
MGI:1921173	Tmco1	transmembrane and coiled-coil domains 1	1		calcium channel activity			ISO	Q9UM00 	J:164563 	
MGI:2157899	Tmem37	transmembrane protein 37	1		calcium channel activity			IEA	IPR029372 	J:72247 	
MGI:2157899	Tmem37	transmembrane protein 37	1		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:1921416	Tmem38a	transmembrane protein 38A	8		calcium-activated potassium channel activity			TAS		J:146924 	
MGI:1921416	Tmem38a	transmembrane protein 38A	8		cation channel activity			IEA	IPR007866 	J:72247 	
MGI:1921416	Tmem38a	transmembrane protein 38A	8		potassium channel activity	happens in skeletal muscle		IDA		J:122817 	
MGI:1098718	Tmem38b	transmembrane protein 38B	4		cation channel activity			IEA	IPR007866 	J:72247 	
MGI:1098718	Tmem38b	transmembrane protein 38B	4		potassium channel activity			IEA	KW-0631 	J:60000 	
MGI:2384789	Tmem63a	transmembrane protein 63a	1		calcium activated cation channel activity			IBA	PTN001404773 	J:265628 	
MGI:2384789	Tmem63a	transmembrane protein 63a	1		mechanosensitive ion channel activity			IDA		J:281192 	
MGI:2384789	Tmem63a	transmembrane protein 63a	1		mechanosensitive ion channel activity			ISO	O94886 	J:164563 	
MGI:2384789	Tmem63a	transmembrane protein 63a	1		osmolarity-sensing cation channel activity			IDA		J:281455 	
MGI:2387609	Tmem63b	transmembrane protein 63b	17		calcium activated cation channel activity			IBA	PTN001404773 	J:265628 	
MGI:2387609	Tmem63b	transmembrane protein 63b	17		calcium activated cation channel activity			IDA		J:281241 	
MGI:2387609	Tmem63b	transmembrane protein 63b	17		mechanosensitive ion channel activity			IDA		J:281192 	
MGI:2387609	Tmem63b	transmembrane protein 63b	17		osmolarity-sensing cation channel activity			IDA		J:281241 J:281455 	
MGI:2444386	Tmem63c	transmembrane protein 63c	12		calcium activated cation channel activity			IBA	PTN001404773 	J:265628 	
MGI:2444386	Tmem63c	transmembrane protein 63c	12		calcium activated cation channel activity			ISO	Q9P1W3 	J:164563 	
MGI:2444386	Tmem63c	transmembrane protein 63c	12		osmolarity-sensing cation channel activity			IDA		J:281455 	
MGI:2686991	Tmem120a	transmembrane protein 120A	5		ion channel activity			IDA		J:287046 	
MGI:3603158	Tmem120b	transmembrane protein 120B	5	NOT	ion channel activity			IDA		J:287046 	
MGI:3041258	Tmem150c	transmembrane protein 150C	5		mechanosensitive ion channel activity			IMP		J:239628 	
MGI:1919642	Tmem175	transmembrane protein 175	5		potassium channel activity			ISO	Q9BSA9 	J:164563 	
MGI:1919642	Tmem175	transmembrane protein 175	5		potassium ion leak channel activity			IBA	PTN002418228 	J:265628 	
MGI:1919642	Tmem175	transmembrane protein 175	5		potassium ion leak channel activity			IMP		J:225577 	
MGI:1919642	Tmem175	transmembrane protein 175	5		potassium ion leak channel activity			ISO	Q9BSA9 	J:164563 	
MGI:2142980	Tmem266	transmembrane protein 266	9		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1858259	Tomm40	translocase of outer mitochondrial membrane 40	7		cation channel activity			ISO	RGD:1303022 	J:155856 	
MGI:2182472	Tpcn1	two pore channel 1	5		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:2182472	Tpcn1	two pore channel 1	5		intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity			IDA		J:306709 	
MGI:2182472	Tpcn1	two pore channel 1	5		intracellular phosphatidylinositol-3,5-bisphosphate-sensitive cation channel activity			ISO	Q9ULQ1 	J:164563 	
MGI:2182472	Tpcn1	two pore channel 1	5		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:2182472	Tpcn1	two pore channel 1	5		ligand-gated sodium channel activity			IDA		J:276419 J:306709 	
MGI:2182472	Tpcn1	two pore channel 1	5		ligand-gated sodium channel activity			ISO	Q9ULQ1 	J:164563 	
